최저가,상품명,제조사,품목,밴드형태,네트워크,화면크기,해상도,화면종류,화면,블루투스버전,내장OS,안드로이드5.0,iOS9.0이상,램,내장메모리,SNS,문자,전화,스트레스모니터링,이동거리측정,달리기,사이클링,수영모니터링,심박측정,칼로리측정,운동정보기록,수면패턴분석,만보계,다중언어,GPS,원격촬영,음성명령,화면테마설정,자이로센서,NFC,무선충전,방수기능,평균 60시간,최대 131시간,배터리종류,배터리용량,재질,무게,iOS5.0이상,평균 43시간,최대 95시간,통화유무,CPU,일정,일일활동량측정,운동코칭,심박센서,SOS안심서비스,고도센서,기압센서,사용시간,여성 건강 모니터링,넘어짐 감지,주변광센서,항상화면켜짐,앱설치,가속계센서,나침반센서,음악 스트리밍,알람,트랙킹,스트레칭알림,내휴대폰찾기,날씨,스톱워치,스키,기온,날짜,요일표시,1.15GHz,듀얼코어,호흡가이드,일정관리,속도계,생활방수(IP68),방수(5ATM),평균 80시간,최대 168시간,음악,색상,골프,원격촬영(iOS미지원),스마트 캐디앱,iOS8.0이상,안드로이드4.4이상,알람설정,무선배터리공유(S10시리즈),NFC(원터치페어링),실버,그린,블랙,로즈골드,건강관리,대기,배터리확인,온도확인,컨트롤,1GHz,e메일,원형휠UX,삼성페이(MST,NFC),시계줄,통신규격,카메라,VO2 MAX,타이머,무게(본체),혈압측정,혈중산소농도,실버+화이트,골드+핑크,음성명령(Siri),부가기능,운동동작인식,아이폰4s이상,안드로이드4.3이상,체력연령측정,평균 45시간,최대 120시간,미드나잇블랙,음악재생(저장가능),그린맵,코스뷰,스코어카드,홀 자동 인식,iOS,안드로이드,실내운동모드,일출,일몰알림,음성명령(오케이구글),앱설치(구글플레이),폭풍알람,AM-OLED,AOD,음성-텍스트변환,진동경보,항목,무게(밴드포함),블랙그레이,포스옐로우,분실방지,호환가능OS,조도센서,내장스피커,마이크,S보이스,연락처연동,내장키보드,충전,블루블랙,화이트,크기,66g(블루블랙),84g(화이트),블루,카톡,다크그레이,1.1GHz,쿼드코어,듀얼타임,어플리케이션,533Mhz,MTK6260A,microSD,최대32G,통화,1.3GHz,MTK6580,안드로이드4.0이상,레드,퍼플,iOS7.0이상,항목2,생활방수,생활방수(IP54),시계모드:9일,트레이닝모드:12시간,계산기,단자,스마트트랙,음성녹음,1.5GHz,MTK6739,오렌지,TV,셋톱박스,스마트릴레이(워치→스마트폰),앱설치(삼성앱스토어),모카그레이,차콜블랙,와일드오렌지,microSIM,USB,강화유리,실리콘,HD,30프레임,골드브라운,음성명령(구글나우),사진앨범,음성읽기,음성변환,보호필름기능,탠저린,안드로이드5.1이상,클라우드동기화,그레이,블루투스3.0,블루투스4.0,응급메시지전송,안드로이드5.0.1이상,골드,방수(최대50m),RSS,2일(스마트모드),30일(기본모드),1.2GHz,MT6572,FitStar,옐로우,안드로이드4.2.2이상,방수,방진(IP67),4~9일(일반),10.5~14.5시간(GPS모드),안드로이드4.2이상,수분섭취알림,생활방수(IP67),iOS6.0이상,블랙+실버,블랙+골드,블루+실버,레드+실버,13시간(GPS),25시간(UltraTrac),뉴스,라임,블루 외 2가지,화이트 외 2가지,크기(지름),스냅드레곤400,7일(보조메시지화면),시계(12개월)
1760600,애플워치시리즈4Cellular44mm(스테인리스스틸),애플,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",368x448,OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41890,ZeblazeVIBE3HR,Zeblaze,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,24시간,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가속계센서,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80980,WAT270,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990000,애플워치시리즈5에디션Cellular40mm(화이트세라믹),애플,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,O,,,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78080,NewwearQ6,Newwear,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125100,마이크로노즈ZeTime39mm오리지널,마이크로노즈,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,30일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139000,마이크로노즈ZeTime39mm엘리트,마이크로노즈,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30일,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78988,UW90,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,
180340,TicwatchE,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,512M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43650,E28,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532010,ZeblazeTHOR5,Zeblaze,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179100,미스핏미스핏페이즈,미스핏,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,NewwearQ1,Newwear,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260,CACGOK6,CACGO,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,원격촬영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849000,애플워치시리즈5Cellular40mm(스페이스블랙스테인리스스틸),애플,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,O,,,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53970,L3스마트워치,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,심박측정,,,,,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75840,R02,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,90mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27000,ZeblazeCrystal3,Zeblaze,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304000,엠포리오아르마니ART3021,엠포리오아르마니,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27870,R16,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35490,ZeblazeVIBE2,Zeblaze,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540일,,,,,,,,,,,,,,82g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15810,C22103,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,
353390,엠포리오아르마니ART3020,엠포리오아르마니,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,음악플레이어,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373220,엠포리오아르마니ART3026,엠포리오아르마니,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,음악플레이어,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93010,ZGPAXS99,ZGPAX,스마트워치,밴드일체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,안드로이드2.3이상,,,,,,,microUSB,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76320,S928,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수,O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68700,B80,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,
47180,Y6PLUS,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435370,엠포리오아르마니ART3019,엠포리오아르마니,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,음악플레이어,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41990,X9-VO,삼성전자,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,15일,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478000,가민비보액티브4,가민,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191730,엠포리오아르마니ART3027,엠포리오아르마니,스마트워치,밴드교체형,무선랜(WiFi),"1.4""",360x360,슈퍼AM-OLED,터치스크린,블루투스5.0,타이젠,O,O,768M,4G내장,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,생활방수(IP68),O,O,배터리일체형,330mAh,스테인리스스틸,42g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,음악플레이어,,,,,,,,,,,,,,,,,알람설정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
